"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002/2003","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2003/2004","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2004/2005","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2005/2006","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2006/2007","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2007/2008","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2008/2009","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2009/2010","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2010/2011","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2011/2012","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2012/2013","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2013/2014","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2014/2015","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2015/2016","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2016/2017","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2017/2018","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2018/2019","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2019/2020","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2020/2021","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2021/2022","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2022/2023","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"1997/1998","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-9978","","","","0"
"1998/1999","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-9977","","","","0"
"1999/2000","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-10008","","","","0"
"2000/2001","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-9802","","","","0"
"2001/2002","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-7875","","","","0"
"2002/2003","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-7873","","","","0"
"2003/2004","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-7895","","","","0"
"2004/2005","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-7872","","","","0"
"2005/2006","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-10886","","","","0"
"2006/2007","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-31800","","","","0"
"2007/2008","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-31887","","","","0"
"2008/2009","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-31798","","","","0"
"2009/2010","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-31800","","","","0"
"2010/2011","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-30684","","","","0"
"2011/2012","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-24049","","","","0"
"2012/2013","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-23981","","","","0"
"2013/2014","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-23983","","","","0"
"2014/2015","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-23984","","","","0"
"2015/2016","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-19456","","","","0"
"2016/2017","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","8245","","","","0"
"2017/2018","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","8244","","","","0"
"2018/2019","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","8246","","","","0"
"2019/2020","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","8268","","","","0"
"2020/2021","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","7091","","","","0"


