"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Type de structure";"Type de travaux";"Désaisonnalisation";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2020-11";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12729067332";"";"";"";"0"
"2020-12";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12182645586";"";"";"";"0"
"2021-01";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11558211192";"";"";"";"0"
"2021-02";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10729271325";"";"";"";"0"
"2021-03";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10687100837";"";"";"";"0"
"2021-04";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12528969465";"";"";"";"0"
"2021-05";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"14467048967";"";"";"";"0"
"2021-06";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"15576494216";"";"";"";"0"
"2021-07";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"16314807835";"";"";"";"0"
"2021-08";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"15924732942";"";"";"";"0"
"2021-09";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"15051733731";"";"";"";"0"
"2021-10";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"14438594156";"";"";"";"0"
"2021-11";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"14307092807";"";"";"";"0"
"2021-12";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"13712366988";"";"";"";"0"
"2022-01";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"13153870974";"";"";"";"0"
"2022-02";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11991165910";"";"";"";"0"
"2022-03";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11321359176";"";"";"";"0"
"2022-04";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12690566879";"";"";"";"0"
"2022-05";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"14551729425";"";"";"";"0"
"2022-06";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"16641622077";"";"";"";"0"
"2022-07";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"18332032301";"";"";"";"0"
"2022-08";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"18241889866";"";"";"";"0"
"2022-09";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"17058454113";"";"";"";"0"
"2022-10";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"15882548401";"";"";"";"0"
"2022-11";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"14782982024";"";"";"";"0"
"2022-12";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"13490336799";"";"";"";"0"
"2023-01";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12576192919";"";"";"";"0"
"2023-02";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11538136269";"";"";"";"0"
"2023-03";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10617014812";"";"";"";"0"
"2023-04";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11520293794";"";"";"";"0"
"2023-05";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12720649765";"";"";"";"0"
"2023-06";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"13453991315";"";"";"";"0"
"2023-07";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"13881236600";"";"";"";"0"
"2023-08";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"14103180399";"";"";"";"0"
"2023-09";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"14769596872";"";"";"";"0"
"2023-10";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"14600924118";"";"";"";"0"
"2023-11";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"14380970980";"";"";"";"0"
"2017-01";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5060018990";"";"";"";"0"
"2017-02";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"4102168153";"";"";"";"0"
"2017-03";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"3622897133";"";"";"";"0"
"2017-04";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"4189926280";"";"";"";"0"
"2017-05";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5792844646";"";"";"";"0"
"2017-06";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"7095781380";"";"";"";"0"
"2017-07";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"7139455740";"";"";"";"0"
"2017-08";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6123086297";"";"";"";"0"
"2017-09";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5797558525";"";"";"";"0"
"2017-10";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5707736227";"";"";"";"0"
"2017-11";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5774245396";"";"";"";"0"
"2017-12";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5225636374";"";"";"";"0"
"2018-01";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"4708887567";"";"";"";"0"
"2018-02";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"4169832625";"";"";"";"0"
"2018-03";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"3847783360";"";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"4280768801";"";"";"";"0"
"2018-05";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5230283132";"";"";"";"0"
"2018-06";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6518858434";"";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6971942097";"";"";"";"0"
"2018-08";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6803883997";"";"";"";"0"
"2018-09";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6594408528";"";"";"";"0"
"2018-10";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5897825239";"";"";"";"0"
"2018-11";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5730060619";"";"";"";"0"
"2018-12";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5100381390";"";"";"";"0"
"2019-01";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"4277560247";"";"";"";"0"
"2019-02";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"3562212991";"";"";"";"0"
"2019-03";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"3271470313";"";"";"";"0"
"2019-04";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"3630889423";"";"";"";"0"
"2019-05";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"4599595860";"";"";"";"0"
"2019-06";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5955222946";"";"";"";"0"
"2019-07";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6497825956";"";"";"";"0"
"2019-08";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6533713219";"";"";"";"0"
"2019-09";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6396666240";"";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5800965995";"";"";"";"0"
"2019-11";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5645438408";"";"";"";"0"
"2019-12";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"4867884905";"";"";"";"0"
"2020-01";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"4194707092";"";"";"";"0"
"2020-02";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"3828326271";"";"";"";"0"
"2020-03";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"3700203669";"";"";"";"0"
"2020-04";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"2827337631";"";"";"";"0"
"2020-05";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"4156048455";"";"";"";"0"
"2020-06";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5522430233";"";"";"";"0"
"2020-07";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6744599355";"";"";"";"0"
"2020-08";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"7075381263";"";"";"";"0"
"2020-09";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6892356535";"";"";"";"0"
"2020-10";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6646668929";"";"";"";"0"
"2020-11";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6880959635";"";"";"";"0"
"2020-12";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6251833543";"";"";"";"0"
"2021-01";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5820778139";"";"";"";"0"
"2021-02";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5339264670";"";"";"";"0"
"2021-03";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5289593120";"";"";"";"0"
"2021-04";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6546296023";"";"";"";"0"
"2021-05";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"8120478848";"";"";"";"0"
"2021-06";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"9053585169";"";"";"";"0"
"2021-07";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"9482655683";"";"";"";"0"
"2021-08";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"9041546658";"";"";"";"0"
"2021-09";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"8537659680";"";"";"";"0"
"2021-10";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"8126586593";"";"";"";"0"
"2021-11";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"8088464271";"";"";"";"0"
"2021-12";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"7519753915";"";"";"";"0"
"2022-01";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6900224466";"";"";"";"0"
"2022-02";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6011688625";"";"";"";"0"
"2022-03";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5678045922";"";"";"";"0"
"2022-04";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6798588620";"";"";"";"0"
"2022-05";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"8075744943";"";"";"";"0"
"2022-06";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"9635416047";"";"";"";"0"
"2022-07";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"10571666567";"";"";"";"0"
"2022-08";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"10108014720";"";"";"";"0"
"2022-09";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"9378974241";"";"";"";"0"
"2022-10";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"8470453254";"";"";"";"0"
"2022-11";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"7731370844";"";"";"";"0"
"2022-12";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6903800452";"";"";"";"0"
"2023-01";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6321824171";"";"";"";"0"
"2023-02";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5598191397";"";"";"";"0"
"2023-03";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5093165630";"";"";"";"0"
"2023-04";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"5815654136";"";"";"";"0"
"2023-05";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6703401283";"";"";"";"0"
"2023-06";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"7265311263";"";"";"";"0"
"2023-07";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"7358650835";"";"";"";"0"
"2023-08";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"7229162452";"";"";"";"0"
"2023-09";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"7473746465";"";"";"";"0"
"2023-10";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"7122426434";"";"";"";"0"
"2023-11";"Canada";"2021A000011124";"Unifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154895";"1.3.1.1";"6922588545";"";"";"";"0"
"2017-01";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"3696956662";"";"";"";"0"
"2017-02";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"3536760123";"";"";"";"0"
"2017-03";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"3492629087";"";"";"";"0"
"2017-04";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"3622319426";"";"";"";"0"
"2017-05";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"3762313935";"";"";"";"0"
"2017-06";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"4180012083";"";"";"";"0"
"2017-07";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"4713277544";"";"";"";"0"
"2017-08";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"4716691690";"";"";"";"0"
"2017-09";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"4515849700";"";"";"";"0"
"2017-10";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"4593817425";"";"";"";"0"
"2017-11";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"4835947099";"";"";"";"0"
"2017-12";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"4575832847";"";"";"";"0"
"2018-01";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"4098335307";"";"";"";"0"
"2018-02";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"3725151024";"";"";"";"0"
"2018-03";"Canada";"2021A000011124";"Multifamilial, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154995";"1.8.1.1";"3827099550";"";"";"";"0"
